message,label
"“Aplikasinya sangat membantu dan prosesnya cepat. Tampilan mudah dipahami, fitur lengkap, dan pelayanannya memuaskan. Sangat direkomendasikan!”",No
"Aplikasinya ringan, proses cepat, dan fitur tabungannya membantu banget. Tampilan simpel, mudah digunakan, dan layanan CS responsif. Recommended!",No
mempermudah transfer tanpa biaya admin keren banget aplikasinya,No
"Super Bank emang juaranya! Bebas simpan saldo tanpa ribet, makin nyaman ngatur uang tiap hari.",No
"Sign‑in lancar tidak ada kendala sama sekali, pendaftaran mudah tanpa ribet, saldo OVO berbunga 5 % , bebas simpan saldo tanpa takut hilang, transaksi di mana saja dan kapan saja, banyak promo yang menanti, dan upgrade tanpa download baru – aplikasi ini memang juara!",No
"Sangat Membantu dan Mudah Dipakai! Aplikasinya benar-benar bagus! Proses daftar cepat, tampilannya sederhana jadi gampang dipakai. Nabungnya aman karena sudah diawasi, dan fitur pinjamannya juga jelas tanpa ribet. Notifikasi juga membantu banget buat ingetin transaksi. Cocok buat yang mau mulai nabung atau butuh dana cepat tapi tetap aman. Recommended!",No
suka banget sama aplikasi superbank karena proses pendaftarannya mudah gak perlu ribet dan satu lagi nabung jadi makin untung,No
mudah proses pendaftaran akses cepat serta tidak ribet dalam menggunakan aplikasi nya,No
"Proses sig in lancarr nggak ribet sama sekali.cocok buat pengguna Baru.saya suka saldo OVO nya bisa berbunga 5%, keren banget karena bebas simpan saldo tanpa batas jadi nabung berasa cuan tiap hari.",No
"apk nya bagus, login juga ga ribet, dan juga ga berat, kalau sudah terpilih bisa auto langsung dapat pinjaman PAS dengan limit awal Maks 1 JT dgn masa 6x ga tau nanti bisa nambah ga limit nya,, saya kasih 3 dulu, soalnya bunganya lumayan besar, nanti di tambahnya kalau limitnya di tambahin dan bunga nya di kurangin",No
"aplikasi Superbank sangat membantu untuk mengelola keuangan harian. fitur transfer cepat, tampilan mudah dipahami, dan proses verifikasi aman. semoga ke depannya semakin banyak fitur menarik. Superbank juga kerennn! Fiturnya lengkap dan gampang dipakai. Transfer cepet banget, nggak ribet. Recommended banget!",No
nabung lebih mudah dan tidak ada bunga nya.. bank terpercaya. cs nya sangat ramah.proses sigin nya mudah.. gak makan waktu lama.,No
proses sign lancar banget tauu dan gampang mantulll 😁 bebas transaksi dimanapun dan kapanpun tanpa biaya admin dan banyak promoyaa ⭐⭐⭐⭐⭐,No
"mudah untuk proses pendaftaran, dan tidak ribet aplikasinya mudah di gunakan dan sangat bagus sekali, dan pastinya banyak promonya..",No
"Proses sign-innya sangat sangat lancar, nggak ribet sama sekali Baru buka aplikasi aja udah bisa langsung transaksi di mana aja dan kapan aja. Plus, saldo OVO-nya bisa berbunga 5%, jadi nabung pun berasa cuan tiap hari. Upgrade pun simpel, nggak perlu download baru-praktis banget!",No
"Aplikasi yg sangat memuaskan,login nya ga ribet dan ga berat sama sekali bisa transaksi dimana aja dan ada saldo ovo bisa berbunga sampai 50% Dijamin ga nyesel deh download aplikasi ini",No
"Transaksi nya bisa dimana aja gampang banget lagi, tinggal klik klik langsung kelar. Ga perlu ribet, ga perlu keluar rumah, semuanya bisa dari HP. Cepat, praktis, dan nyaman banget dipake kapan pun. Suka bangeeet! 💗✨",No
"Proses sign-innya super lancar, nggak ribet sama sekali! Baru buka aplikasi aja udah bisa langsung transaksi di mana aja. Plus, saldo OVO-nya bisa berbunga 5%, jadi nabung pun berasa cuan tiap hari.",No
akhirnya saya cobain juga superbank ini ternyata aplikasinya gak ribet dan ini memudahkan saya dalam menggunakannya dimana saja trus saldo yang disimpan juga bebas berapa saja jadi tanpa ada batasannya dan ini sangat membantu saya.,No
"superbank ini the best bgt dapat memudahkan kita dalam transaksi dimana saja, proses sign-in yang lancar sangat memudahkan kita, dan dapat bebas simpan saldo berapa saja, mudah pendaftarannya untuk yang baru bergabung menggunakan aplikasi ini. ga perlu ribet lagi, cukup upgrade tidak udah download baru,, sangat mudah, cepat dan efesiensi.",No
"mantap banget aplikasinya, mudah di download sama pakenya juga gak ribet.. rekomended banget..",No
Aplikasinya bagus sangat membantu saat saya ingin menabung dan juga fiturnya lengkap sekali seperti ovo dan dana sangat mudah di gunakan untuk menabung dan juga proses sign innya lancar banyak promosi yang dikasih bebas biaya admin dan bebas biaya apapun bebas simpan saldo dan terjamin aman pokoknya rekomen dasi banget deh aplikasinyaa,No
"untuk proses sign in lancar dan mudah untuk mendaftar, buat kalian yg gamau ribet² bisa coba apk inii, ada banyak promo juga lhoo",No
pelayanan bagus dan ramah,No
"superbank ngak membantu, saya mau pelunasan , di hubungi tapi lambat respon, saya sudah menghubungi beberapa kali, saya kecewa saya mau bayar hutang saya, tapi tidak bisa di bantu oleh operator superbank",No
superbank memang mantap pelayanan memuaskan.,No
aplikasi yang sayangat bagus rekomendasi pelayanan cepat,No
ga bisa login lama bgt lemot tgl 17 nov 2025,No
"pakai superbank gampang banget tidak ribet, dan bisa digunakan untuk transaksi dimana saja juga kapan saja",No
"transaksi bisa dilakukan dimana saja, memudahkan para pengguna dalam bertransaksi tanpa perlu ribet dan bertele tele, rekomended banget sihhh bintang 5 buat aplikasi ini",No
"mudah sekali untuk proses pendaftaran.pelayanannya memuaskan,mudah untuk dipahami bagi yang belum Download silahkan segera dicoba.",No
"love banget sama superbank, pendaftarannya mudah ngga ribet, promonya juga banyak, pokoknya benefitnya banyak lah, top markotop",No
"aplikasinya mantap banget, tmpilan juga oke ga ribet, tiidak ada potongan bunga tiap bulan, aman tidak ada pencurian, ada bonus 5% di ovo seneng banget, mau transaksi receh pun tidak ada bunganya jadi aman banget lah rekomendasi poll",No
"aplikasinya mantap banget, nabung receh aman banget apalagi ovo ada bunga 5% untubg banget, tampilan juga oke keren simple ga ribet, gaada bunga tiap bulan, ini rekomendasi banget buat nabung receh disini karena tidak ada bunga🤩",No
mudah untuk proses pendaftaran tidak perlu ribett semua orang juga bisaa the best pokoknya aplikasi baguss patut dikasihh bintang 5,No
"Pengalaman gue selama pake aplikasi ini bener-bener mulus dari awal. Proses masuk akunnya tuh cepat, nggak pake drama loading lama, jadi langsung bisa lanjut ke menu utama. Fitur penyimpanan saldonya juga aman dan fleksibel, jadi gue bisa naruh saldo tanpa rasa was-was atau langkah ribet. Terus yang paling kerasa ngebantu, transaksi bisa dilakukan kapan pun dan di mana pun. Mau lagi di rumah, sekolah, atau di luar pun tetep gampang karena semuanya serba praktis. Overall, aplikasinya nyaman bange",No
"cocok lah buat yang gak mau ribet aplikasinya terpercaya dan amanah, cukup rekomendasi buat orang lain",No
"1. “Aplikasinya ringan dan gampang dipakai.” 2. “Buka rekening cepat banget, anti ribet.” 3. “Tampilannya simple dan nyaman.” 4. “Transaksi lancar, jarang error.” 5. “Customer service responsif dan helpful.” 6. “Promonya banyak dan lumayan banget.” 7. “Keamanannya oke, bikin tenang.”",No
"aplikasi yang wajib di hp kalian semua, mudah terpercaya, untuk sign in lancar jaya, daftar juga mudah, buat nyimpen uang juga aman ndak kenak admin, banyak promo menarik tiap bulanya, pokoknya aplikasi ini aman amanah dan terpercaya sipp",No
Bebas Simpen saldo bikin rekening mudah dan cukup simpel gak terlalu Ribet Oya ini aplikasi makin oke dan nyaman aja ayo buruan daftar dan nikmati kemudahan dalam transaksi,No
"aplikasi yang sangat bagus dan sangat mudah digunakan kapanpun dan dimanapun , proses pendaftaran yang sangat mudah sehingga tidak ribet dan lancar digunakan , dan yang paling gongnya lagi banyak promo yang bisa digunakan , benar benar aplikasi yang sangat berguna terutama untuk para penggunanya",No
"Aplikasi Superbank tuh beneran enak dipake, tampilannya simpel dan gak ribet. Buat yang suka belanja atau nabung, ini cocok banget karena banyak promo tiap bulan. Proses daftar juga cepet, gak pake drama. Transfer, bayar-bayar, sampai cek saldo semuanya lancar jaya. Pokoknya kalo mau aplikasi bank yang praktis, aman, dan banyak promo, Superbank ini wajib banget dicoba!",No
"download nya satset bgt ga ribet sama sekali, banyak promo pula cusslah daftar",No
"Aplikasinya enak dipakai, proses sign in lancar dan daftar juga gampang banget. Yang paling menarik, saldo OVO bisa berbunga 5%, jadi lumayan nguntungin. Bisa simpan saldo bebas tanpa ribet, dan transaksi bisa dilakukan di mana aja. Promonya juga banyak, jadi makin worth it. Terus yang paling simpel, kalau mau upgrade tinggal klik aja, nggak perlu download aplikasi baru. Overall, aplikasinya nyaman dan praktis.",No
sedikit kecewa karna saldo yang nyangkut/refund lama di prosesnya,No
"superbank sangat membantu, superbank selalu berpihak pada org yang kurang mampu asalkan org itu bertanggung jawab mengembalikan pinjamannya, superbank aplikasi hebat🥰🙏🙏👍👍👍",No
"Salah satu memiliki kemiripan dengan Bank Digital Bank Jago ini yang sudah integrasi dengan GoPay Tabungan, yaitu SuperBank dengan OVO Nabung. Selain bisa gratis 100× transfer/admin, bisa juga menambah keuntungan dari bunganya jika membuat tabungan disini. Dari performa juga sat-set gercep, tapi kadang ada terkendala masalah keamanan kalau bagi orang yang suka oprek Android (tapi tidak masalah, tidak terlalu sensitif seperti aplikasi sebelah macam AlfaGift) | Support me: linktr.ee/yafiashshidqi",No
"Dulu, tiap bulan deg-degan nungguin saldo dipotong biaya admin. Sekarang, berkat superbank, hidup jadi lebih tenang! Gak perlu lagi mikirin biaya-biaya yang bikin kantong bolong,karna di superbak bebas simpan saldo. Fokus aja sama tujuan keuangan kita! 💪",No
"Enak dan nyaman banget pakai superbank, bisa melakukan transaksi dimana saja tanpa harus ribet",No
Bebas Simpan Saldo dan di jamin aman Transaksi bebas di mana aja mudah untuk daftar dan GK terlalu ribet,No
"aplikasi bagus , mudah banget proses pendaftarannya , tidak ribet sama sekali",No
"dengan menggunakan superbank bebas simpan saldo ditambah lagi ada promo, dan gak ribet pas daftarnya",No
"Mantep banget ini superbank,daftar nya mudah, proses nya cepet, pelayanan nya ramah, pokonya rekomendasi banget",No
"saya suka banget menggunakan aplikasi ini, mudah, lancar, ga ribet poko nya debes lahh",No
bener bener kebantu karna bebas simpan saldo ga perlu mikir biaya admin,No
Sukaaa bngttt sama aplikasinya proses registrasinya gampang ga ribet daftar ini itu jadi langsung satu set sig in ga pake lama terus lop uu banyak banyak,No
"Proses sign in lancar, gak ribet, langsung sat set gak perlu nunggu lama.",No
"Baru coba Super Bank, ternyata enak juga dipakainya. Daftar gampang, login cepet, nggak ribet sama sekali. Transaksi juga bisa di mana aja, dan nggak perlu repot download ulang pas mau upgrade, tinggal klik aja. Promonya lumayan sering juga, jadi makin betah pake aplikasinya. Pokoknya mantap, semoga ke depan makin banyak fitur keren lagi!",No
"mantap banget superbangk, proses sign in lancar, bisa nabung kapan aja, ga ribet, ga ada delay Sama sekali, wajib downlod, ga mengecewakan.",No
"mantappp aku kasih bintang 5 karena apk ini sangat simple, proses sign in nya pun gampanggg banget dan lancarr kurang dari 5 menit pun dah siap",No
"taunya dari salah satu platform, dan pas cobain memang bener-bener kebukti bahwa mudah untuk proses pendaftaran, cepet banget prosesnya, gak perlu lakuin ini itu yang ribet, cukup ikutin langkah2 simpel dari apk, udahh jadii, jadi bisa transaksi dimana saja dehh sekarang, seneng banget, hidup dipermudah sama apk inii",No
"transaksi di sini sangat mudah. prosesnya ga ribet, cocok buat yang gamau ribet nih",No
KALO KOMPLEN RESPON CS NYA 10MENIT 1X BALES NYA🤣,Yes
"Salah satu memiliki kemiripan dengan Bank Digital Bank Jago ini yang sudah integrasi dengan GoPay Tabungan, yaitu SuperBank dengan OVO Nabung. Selain bisa gratis 200× transfer/admin, bisa juga menambah keuntungan dari bunganya jika membuat tabungan disini. Dari performa juga sat-set gercep, tapi kadang ada terkendala masalah keamanan kalau bagi orang yang suka oprek Android (tapi tidak masalah, tidak terlalu sensitif seperti aplikasi sebelah macam AlfaGift) | Support me: linktr.ee/yafiashshidqi",No
"pengalaman sangat baik di superbank ,pengoperasian aplikasi sangat mudah",No
"Prosesnya cepat dan mudah banget! Dana langsung cair dalam hitungan menit. Sangat membantu di saat darurat. Bunga transparan dan pelayanannya ramah. Recommended Sangat terbantu dengan adanya aplikasi ini, terutama saat butuh dana mendesak untuk kebutuhan tak terduga. Proses pengajuannya seamless (lancar) dan tim support-nya responsif. Bintang 5!""",No
"Pelayanan aplikasi ini sangat memuaskan. Prosesnya cepat, aman, dan mudah digunakan. Fitur yang paling membantu adalah kemampuannya untuk melakukan transaksi dimana saja, tanpa harus datang ke lokasi atau ke kantor. Cukup lewat ponsel, semua urusan bisa selesai dalam hitungan menit",No
"Superbank the best bgtt, sekarang saya ga perlu ribet lagi transaksi dimana saja bisa karena ada Superbank yang membantu saya bisa bertransaksi dimana saja jadi praktis dan ga ribet lagi",No
superbank emng jos semuanya lancar dan aman dan gak ribet,No
"Aplikasi ini mudah untuk proses pendaftaran, nggak ribet sama sekali. Setelah masuk, tampilannya rapi dan navigasi gampang dipahami. Cocok buat pengguna baru yang ingin mulai nabung atau transaksi lewat HP. Yang paling saya suka, saldo OVO berbunga 5% jadi makin untung kalau disimpan lama. Selain itu aplikasinya stabil, respons cepat, dan banyak fitur bermanfaat. Recommended banget!",No
"mudah untuk proses pendaftaran Aplikasi perbankan digital terbaik yang pernah saya coba! Transaksi cepat, UI/UX simpel dan modern, dan yang paling penting, biaya adminnya ringan. Proses buka rekening juga cuma sebentar. Sangat direkomendasikan untuk anak muda!""",No
aplikasi yang super duper keren karena berkat aplikasi ini saya bisa simpan saldo dengan aman tanpa ada potongan admin dan yang pastinya amanah😊,No
"aplikasi yang sangat amat berguna dari kalangan mana saja, memudahkan proses nabung, tanpa admin dan kesulitan lainnya.",No
"Aplikasinya bagus banget buat simpen uang, terus juga bisa transaksi dimana saja. Cocok sih untuk zaman yang serba digital ini terus untuk aku yang banyak aktifitas tapi males buat ke bank. Mudah untuk proses pendaftaran juga, gak ribet sih cuma pake KTP doang. Pokoknya udah bagus ya aplikasinya, semoga kedepannya makin bagus",No
"mudah untuk proses pendaftaran, tidak ribet,bebas simpan saldo dan pastinya aman❤️",No
"di superbank ini saya bebas simpan saldo dan mudah proses pendaftaranya,sangat nyaman dalam melakukan transaksi apapun dan juga bebas biaya admin",No
sesuai namanya Superbank nabung pinjam untung di Superbank hanya tinggal upgrade ga perlu dwonload baru jadi ga perlu ribet hapus dulu baru install cukup upgrade ajah sangat mudah kok ga perlu ini itu pasti Ke Upgrade seratus persen Di Superbank juga banyak fitur-fitur yang memanjakan penggunaa nya kaya tampilan beranda yang Modern dan Freshhh God's Job Superbank,No
"superbank pendaftarannya mudah banget, sama sekali gak ribet",No
wihh baru juga baru daftar proses sign in lanacar bett ga kaya sebelah berat paling suka kan pengguna pasti lanacar no ribet dan paling suka ya Praktis di Superbank semua ada jadi ga perlu bingung kamu butuh apa tinggal cuman klik ga usah keluar ke konter rebahan ajah bisa sukses terus Superbank,No
"Aplikasinya bener-bener nyaman dipakai. Cukup tinggal upgrade tanpa harus download ulang, jadi hemat waktu dan nggak ribet sama sekali. Prosesnya cepat, lancar, dan fitur-fitur barunya langsung kerasa manfaatnya. Keren banget, recommended buat yang mau aplikasi simpel tapi tetap maksimal",No
"Akhirnya ketemu aplikasi yang saldo e-money-nya berbunga! Angka 5% itu lumayan banget buat yang suka simpan dana. Proses daftarnya cepat, sign-in nggak ribet. Poin plus: banyak promonya dan bisa transaksi fleksibel. Nggak perlu pusing download ulang, cukup upgrade saja. Bener-bener solusi cashless yang cerdas!",No
sangat buruk setiap mau daftar selalu gagal. kayak gk niat ni aplikasinya. udah dimasukin semua data sama verifikasi wajah. hasilnya selalu gagal dengan alasan data tidak sesuai. ini aplikasi superbankrut. padahal mau nabung bukan mau pinjam uang. dongo,No
"Saya ingin unlink tapi sulit dan ribet diaplikasi pusat bantuan hanya muncul maaf sedang ada gangguan. Sedangkan untuk verifikasi melalui aplikasi ovo, justru tidak bisa malah muncul perangkat anda tidak kompatible, ovo jadi tidak bisa digunakan melakukan pembayaran.",No
"Apk nya bagus daftar mudah, tidak ribet, proses cepat sangat berguna banget bagi kaum sat set dan nguntungin banget karna banyak diskon",No
"rekomended banget ni aplikasi,daftar nya gak ribet, prosesnya cepet, tampilannya yang menarik dan gak monoton , pokoknya bersama super bank paket lengkap dehh",No
"Nyesel banget kemana saja selama ini baru kenal sekarang sama Superbank, untuk proses sign in di Superbank lancar banget satset anti ribet, terus di untungin sama saldo OVO berbunga 5% dan yang ga kalah penting kita sangat di mudahkan untuk bisa bertransaksi dimana saja kapan saja, terus yang paling Gong dari Superbank pastinya kita di untungin dengan banyak promo menarik yang bisa di dapetin hwaaaaa, thanks Superbank jaya selalu💚",No
proses sign in lancar dan ngga ribet sama sekali,No
aplikasi superbank gesit parah mantep bgt buat pengguna nya dimanjain ditambah hacep nya penguna OVO 5% TERJAGA GOD BGT LAH POKO NYA SATSET NOLEMOT,No
proses sign in lancar tidak di ribet kan kayak aplikasi lain pokok nya kalo simpan di superbank saldo jadi makin amann gokil abiss pokoknya dan bisa digunakan ber transaksi apapun..!!!,No
"suka bgt sama aplikasi ini, pendaftaran nya juga gak ribet sangat mudahh",No
"aplikasi superbank bener bener mantapp, wajib si digunain, cara pendaftaran gampang gaa ribet, bebas nabung juga lagi the best deh pokonya.",No
"apk sangat berguna banget, daftar juga ga ribet bebas simpen saldo",No
"“Aplikasinya benar-benar nyaman digunakan karena proses sign in lancar dan cepat. Tampilan sederhana, fitur lengkap, dan semua fungsi responsif. Sangat membantu untuk kebutuhan transaksi harian tanpa ribet. Recommended banget, Saya suka sekali karena saldo OVO berbunga 5%, jadi sambil dipakai transaksi tetap bisa dapat keuntungan. Aplikasinya stabil, mudah digunakan, dan banyak fitur bermanfaat.”",No
"Aplikasi superbank solusi terbaik untuk mengelola keuangan,karena aplikasi ini mempermudah transaksi,pembayaran maupun pinjaman,kita bisa buka tabungan tanpa ribet karena superbank mudah untuk proses pendaftaran dan login aplikasinya lancar juga.",No
"pertama nyoba superbank karena penasaran, fomo aja ternyata malah bikin rajin nabung yaudah lanjut aja nabung disini lebih g ribet dan aman",No
"hhhhmmmm, tumben ga ribet daftar nya, masuk nya juga cepet top markotop dah mudah diakses ga pake lama",No
suka banget dengan apk superbank ini simple cepat pelayanannya,No
"Aplikasi yang sangat luar biasa, saya terkejut sangat mudah untuk proses pendaftaran akun baru, semua langkahnya sederhana dan tidak ribet sama sekali",No
"Pelayanannya cepat, transaksi di mana saja jadi lebih praktis",No
"bagus banget proses sign in lancar, untuk pendaftaran juga mudah GK ribet untuk pengalaman pertama ku bener bener memberikan apa yang kita butuhkan, yang mau nabung, pinjam ini apk sangat rekomendasi banget!!!",No
suka banget sama aplikasinya selain banyak promo apknya juga gak ribet di mengerti,No
"aman untk menyimpan saldo, gaakan berkurang jadi lega deh",No
Suka banget dengan superbank Nyaman dan gak lemot sams sekali Mau TF isi saldo Langsung ada notif fiturnya juga Oke simple sukses selalu buat superbank🙏,No
"kenapa pusat bantuan, maaf lagi ada gangguan, mohon di bantu saya mau mengunjungi pusat bantuan superbank aplikasi bagus no komen no debat cuman saya mau menghubungi pusat bantuan semoga di baca cs superbank Terimakasih 🙏",No
aplikasi ini sangat mudah untuk di proses maupun di gunakan dalam pendaftaran pun juga tidak ribet bisa di gunakan dalam tramsaksi manapun dan lebih menariknya banya promo yang di dapat,No
"⭐⭐⭐⭐⭐ ""Aplikasinya simpel dan gampang dipakai. Enak banget dipakainya."" ⭐⭐⭐⭐⭐ ""Respons CS cepet, bantu banget kalau lagi butuh."" ⭐⭐⭐⭐⭐ ""Ringan, nggak lemot, transaksi selalu lancar."" ⭐⭐⭐⭐⭐ ""Bikin hidup lebih praktis, apa-apa jadi cepat beres."" ⭐⭐⭐⭐⭐ ""Fiturnya lengkap dan sering ada update baru."" ⭐⭐⭐⭐⭐ ""Stabil banget, jarang error. Mantap!"" ⭐⭐⭐⭐⭐ ""Banyak Promonya makin hemat tiap hari""",No
"aplikasi ini cocok untuk anda yang mau menabung, dan mau menstranfer yang nya gratis tidak perlu memakai biaya admin",No
"Aplikasinya ringan dan mudah dipakai Tampilannya rapi, transaksinya lancar Fitur nabungnya bantu atur uang banget CS cepat respons dan solutif keamanannya bikin nyaman dipakai Pinjaman prosesnya cepat dan jelas Stabil, jarang error, enak dipakai harian.",No
"proses sign in yang mudah tidak ribet sama sekali,apalagi disini banyak sekali promonya saldo OVO kita mendapatkan bunga 5% lumayan nggak sih,dan bisa untuk transaksi dimana saja good job deh aplikasinya",No
semoga aja bisa melakukan pinjaman karna baru pertama coba aplikasi ini semoga tidak bikin kecewa,No
"superbank bagus banget,proses sign in lancar, aplikasinya ga ribet, cocok buat nabung, dan pastinya aman",No
"aplikasi ini mantap sekali,banyak promo dan mudah sekali untuk bertransaksi,tidak ada drama yang ribet,best banget!",No
"Sangat nyaman pakai aplikasi superbank,bebas simpan saldo sesuai kebutuhan,tabungan dijamin keamanannya,selain itu bisa transaksi dimana saja dan kapan saja,superbank memang bagus banget pelayanannya.",No
"✅ Poin Positif Di App Store (iOS) aplikasi ini mendapat rating 4,4 dari 5 dari sekitar 4.100 ulasan. Banyak pengguna yang menyukai antarmuka yang simpel dan kemudahan proses pendaftaran. Fitur-unggulan seperti “Celengan” (menabung otomatis) dan suku bunga menarik menjadi sorotan positif. Bebas biaya admin dan banyak gratis-transfer (menurut situs aplikasi) menambah nilai. --",No
"Aplikasinya sangat membantu! Tampilan sederhana, mudah digunakan, dan proses nabung maupun pinjamnya cepat. Fitur-fiturnya jelas, aman, dan responsif. Cocok banget buat yang ingin mengatur keuangan dengan praktis. Pelayanannya juga bagus dan aplikasinya stabil tanpa error. Pokoknya recommended!",No
"Di awal, proses sign nya lancar tanpa kendala. pendaftarannya juga mudah dan gak perlu ribet ribet tinggal isi data udah siap. yang paling aku suka itu saldo ovo ku bisa berbunga 5% udah gitu bebas simpan saldo dan gak ada biaya adminnya. transaksinya juga bisa dilakukan dimana saja, banyak promo menarik yang buat aku jadi makin hemat. dan yang paling gak perlu repot dan aku suka itu kita fitur perlu download yang baru, tinggal upgrade aja deh. sangat recommend pokoknya.",No
"Transaksi di mana saja jadi mudah, pelayanannya cepat dan hasilnya memuaskan.",No
Pelayanan cepat dan aplikasinya sering memberikan banyak promo yang menguntungkan,No
"aplikasi yang cara sign in nya ga ribet sama sekali, aplikasi yang lancar jaya",No
"aplikasinya bagus banget, kita bisa nabung dengan mudah dan tanpa ada biaya admin!!",No
"aplikasi ini sangat bagus, loginnya sat set gak pake lama. waktu masuk aplikasinya juga gak lemot dan lancar.",No
"mantap banget aplikasi superbank ini karena proses pendaftaran yang sangat mudah dan ga pakai ribet pastinya,tentunya ada fitur-fitur yang menarik juga Lo didalamnya, yang mau daftar ga pakai ribet pendaftarannya cocok banget ni,tunggu apa lagi download aplikasi superbank sekarang juga",No
Saya sangat puas dengan layanan customer service Super Bank yang responsif dan membantu menyelesaikan masalah saya dengan cepat. Kelebihan Super Bank: Bunga Tinggi*: 10% per tahun untuk produk Celengan *Fitur Celengan*: Nabung otomati dengan bunga tinggi - Saku by Superbank*: Sub-rekening untuk mengatur keuangan - Gratis Biaya Transfer*: 30 kali per bulan *Integrasi dengan Grab*: Kemudahan transaksi dengan Grab,No
"busuk. log in berkali2 ribet bgt dah. tidak di rekomendasikan. Hubungi call canter kna biaya pulsa 10.000 juga tidak beres2. jangan di download, CS nya juga respon lambat, tidak ada solusi.",Yes
jelek ga bs buka link dari app dan pusat bantuan ga bs diakses mau chat cs jd ga bs 👎🏻👎🏻👎🏻,No
"proses sign in mudah , dan lancar. banyak promonya Gratis transfer tanpa biaya admin.",No
"aplikasi bagus ,aman dan tidak pakai ribet pembayaran dan mudah didaftarkan",No
"senang banget sama ini aplikasi , gampang ga ribet, daftar nya mudah, lancar di gunain , saldo ovo berbunga 5% aja , transaksi dimana juga bisa,banyak promo , makasi superbank",No
"proses sign in cepat tidak lama, proses nya tidak ribet mudah dimengerti",No
suka benar sama superbank bebas simpan saldo dan banyak promo hanya tinggal update gak perlu ribet,No
Sangat mudah untuk proses pendaftaran untuk pemula dan banyak sekali promonya ga bikin ribet langsung sat set pokoknya untuk digunakan,No
baru juga instal nih superbank sangat membantu dalam keseharian saya di dunia finansial gak perlu ribet kaya kita harus ke agen atau keluar cukup rebahan hidupin hp buka superbank transaksi dimana saja kapan saja sangat cocok bosku mantapp bosquu superbank SUKSES SELALU 😋😋😋,No
"gampang banget daftar akunnya, ga lama dan ga ribet, banyak promonya lagi pokoknya best banget",No
"Aplikasinya ringan, proses transaksi cepat, dan fitur lengkap. Verifikasi mudah dan pelayanan CS responsif. Sangat cocok untuk kebutuhan bank online sehari-hari.",No
"Proses sign-in berjalan lancar dan pendaftaran dibuat sangat mudah, sehingga Anda bisa langsung mulai menggunakan layanan tanpa ribet. Nikmati kebebasan menyimpan saldo OVO kapan saja, plus keuntungan bunga 5% yang membuat uang Anda terus bertumbuh.",No
"mantap,saya suka aplikasi superbank ini, proses nya cepat dan pendaftaran nya mudah dan gampang sekali, pelayanan cepat",No
Bebas simpen saldo makin bagus dan cocok bagi kita untuk menabung gak di ragukan lagi kualitas pelayanan nya Superbank mantap banget,No
"Aku transfer via Qris gagal tapi saldo berkurang sudah masuk di menu bantuan adminnya slow respon, sudah 2 hari ini belum juga kembali saldonya",Yes
"Suka banget sama aplikasinya! Belanja jadi lebih hemat karena banyak promo, terutama di tanggal kembar. Selain itu, fitur dompet digitalnya juga oke banget, jadi bebas simpan saldo di sana tanpa takut kadaluarsa. Pengiriman cepat dan admin-nya responsif. Recommended!",No
"Daftarnya simpel banget, langkahnya jelas dan nggak ribet sama sekali. Baru buka langsung paham alurnya 👍🏻👍🏻",No
"banyak promo dan juga aplikasinya mudah sekali untuk sign dan juga saldo aman untuk simpan uang, pokoknya gak ribet.",No
"Suka banget sama aplikasi ini, mudah digunakan, proses sign in lancar, pendaftaran cepat dan ga ribet, hemat dan banyak banget promonya, bisa transaksi dimana aja dan pastinya ga perlu khawatir untuk simpan saldo, pokoknya the best forever 👍👍👍",No
emang gak boong sih Superbank dari sekian banyak aplikasi pengelolaan keuangan cuman di superbank proses sign in lancar bet gak berat berat amat beda dari yang lain sudah lama menggunakan nih superbank selama kurang lebih satu tahun sangat puas sihh sudah pasti aman dan terpercaya ga bakal nyesel sihh pake superbank Good Luck ya superbank,No
"GUA SARANIN JANGAN PERNAH PAKEK BANK INI UANG GUA KETAHAN AKUN GUA DI BLOKIR CUMAN HAL SEPELE YAITU GANTI HP PADAHAL UDAH VERIFIKASI WAJAH TAPI GAK TAUNYA DI BLOKIR... SAMA JUGA SEPERTI MENELPON CALCENTER NYA SUPERBANK GAK MEMBANTU... MALAH MAKIN RIBET PULSA GUA ABIS 100.000 TAPI GAK JELAS ... MENDING GAK TELFON ,DI BUKAIN SENDIRI AKUNYA 3-4 H KEDEPAN, UANG GW NYANGKUT PADAHAL MAK GUA LAGI SAKIT ... GAK ADA OTAK BANK INI",Yes
baru pertama kali mendaftar dan ingin menggunakan aplikasi ini..Krn pendaftaran mudah dan tidak ribet. semoga kedepan nya saya bisa mendapatkan fitur DANA PAS di aplikasi superbank ini . sukses selalu.. terimakasih,No
"Mantap bangat ini app, Kirim uang kemana saja gratis tanpa biaya admin keren bangat.",No
"aplikasi terkeren dan terpercaya iya superbank sangat mudah proses pendaftarannya bisa transaksi dimana aja paling utamanya saldo ovo berbunga ampe 5%.jadi mau cari yang gimana lagi,mudah kok tinggal upgrade ga perlu ribet dwonload.",No
